20150313-M-Indian_Wells_Masters-R128-Diego_Sebastian_Schwartzman-Jerzy_Janowicz,diego sebastian schwartzman,jerzy janowicz,diego sebastian schwartzman
20150313-M-Indian_Wells_Masters-R128-Denis_Kudla-Nick_Kyrgios,denis kudla,nick kyrgios,nick kyrgios
20150228-M-Dubai-F-Roger_Federer-Novak_Djokovic,roger federer,novak djokovic,roger federer
20150227-M-Dubai-SF-Roger_Federer-Borna_Coric,roger federer,borna coric,roger federer
20150227-M-Acapulco-SF-Kevin_Anderson-Kei_Nishikori,kevin anderson,kei nishikori,kei nishikori
20150226-M-Dubai-QF-Andy_Murray-Borna_Coric,andy murray,borna coric,borna coric
20150226-M-Acapulco-QF-Viktor_Troicki-Kevin_Anderson,viktor troicki,kevin anderson,kevin anderson
20150225-M-Dubai-R16-Fernando_Verdasco-Roger_Federer,fernando verdasco,roger federer,roger federer
20150221-M-Marseille-SF-Sergiy_Stakhovsky-Gilles_Simon,sergiy stakhovsky,gilles simon,gilles simon
20150221-M-Marseille-SF-Roberto_Bautista_Agut-Gael_Monfils,roberto bautista agut,gael monfils,gael monfils
20150220-M-Delray_Beach-QF-Steve_Johnson-Ivo_Karlovic,steve johnson,ivo karlovic,ivo karlovic
20150220-M-Delray_Beach-QF-Adrian_Mannarino-Yen_Hsun_Lu,adrian mannarino,yen hsun lu,adrian mannarino
20150217-M-Marseille-R32-Alexander_Zverev-Gael_Monfils,alexander zverev,gael monfils,gael monfils
20150215-M-Rotterdam-F-Stanislas_Wawrinka-Tomas_Berdych,stanislas wawrinka,tomas berdych,stanislas wawrinka
20150212-M-Rotterdam-R16-Jeremy_Chardy-Gilles_Simon,jeremy chardy,gilles simon,gilles simon
20150211-M-Rotterdam-R16-Sergiy_Stakhovsky-Dominic_Thiem,sergiy stakhovsky,dominic thiem,sergiy stakhovsky
20150211-M-Rotterdam-R16-Grigor_Dimitrov-Gilles_Muller,grigor dimitrov,gilles muller,gilles muller
20150210-M-Rotterdam-R32-Vasek_Pospisil-Philipp_Kohlschreiber,vasek pospisil,philipp kohlschreiber,vasek pospisil
20150210-M-Rotterdam-R32-Andrey_Kuznetsov-Milos_Raonic,andrey kuznetsov,milos raonic,milos raonic
20150209-M-Rotterdam-R32-Roberto_Bautista_Agut-Alexander_Zverev,roberto bautista agut,alexander zverev,roberto bautista agut
20150209-M-Rotterdam-R32-Grigor_Dimitrov-Paul_Henri_Mathieu,grigor dimitrov,paul henri mathieu,grigor dimitrov
20150208-M-Zagreb-F-Andreas_Seppi-Guillermo_Garcia_Lopez,andreas seppi,guillermo garcia lopez,guillermo garcia lopez
20150208-M-Quito-F-Feliciano_Lopez-Victor_Estrella,feliciano lopez,victor estrella,victor estrella
20150207-M-Zagreb-SF-Marcos_Baghdatis-Guillermo_Garcia_Lopez,marcos baghdatis,guillermo garcia lopez,guillermo garcia lopez
20150207-M-Montpellier-SF-Richard_Gasquet-Gael_Monfils,richard gasquet,gael monfils,richard gasquet
20150206-M-Montpellier-QF-Joao_Sousa-Philipp_Kohlschreiber,joao sousa,philipp kohlschreiber,joao sousa
20150206-M-Montpellier-QF-Gilles_Simon-Jerzy_Janowicz,gilles simon,jerzy janowicz,jerzy janowicz
20150201-M-Australian_Open-F-Novak_Djokovic-Andy_Murray,novak djokovic,andy murray,novak djokovic
